date,year,month,day,rank,team_name,team_name_normalized,conference,games,record,adj_oe,adj_de,barthag,adj_tempo,wab,efg_pct,efg_pct_d,tor,tord,orb,drb,ftr,ftrd,two_p_pct,two_p_pct_d,three_p_pct,three_p_pct_d,three_pr,three_prd
2026-01-29,2026,1,29,343,Canisius,Canisius,MAAC,21.0,8-13,94.6358,112.6256,0.1196343,63.5341,-10.0317,45.8342,52.6244,19.7327,16.2231,29.4229,30.4157,32.5255,31.986,42.7362,55.4302,33.7195,33.0131,38.4207,46.7348
2026-01-29,2026,1,29,344,North Alabama,North Alabama,ASun,18.0,6-12,100.4312,119.9346,0.1150344,65.7261,-9.0293,47.7308,54.7302,16.5138,14.1336,30.4194,34.1305,37.6126,32.7107,47.9299,55.9312,31.7275,35.5266,35.1272,44.2313
2026-01-29,2026,1,29,345,North Carolina Central,North Carolina Central,MEAC,19.0,7-12,99.3325,118.834,0.1130345,66.3232,-7.5254,45.035,56.5342,18.5269,17.6139,28.3263,37.7356,41.95,41.1304,43.8358,58.1346,31.5282,36.4304,33.731,45.0328
2026-01-29,2026,1,29,346,Tennessee Tech,Tennessee Tech,OVC,21.0,7-14,97.9338,117.8331,0.1065346,67.6166,-11.1339,47.4316,52.725,19.3309,15.9249,29.6217,32.4252,33.623,33.4127,49.6247,50.7134,28.8348,37.4337,35.227,37.913
2026-01-29,2026,1,29,347,UMKC,Kansas City,Sum,22.0,4-18,96.135,115.6301,0.1063347,68.6114,-13.7358,46.7325,55.4323,19.0295,16.7201,28.1267,37.0351,31.1279,32.294,48.5283,56.7322,29.0344,35.3252,35.8258,36.584
2026-01-29,2026,1,29,348,Saint Francis,Saint Francis,NEC,20.0,6-14,97.4341,117.3322,0.1051348,69.19,-9.8314,47.6311,59.0364,18.2251,19.072,25.9324,34.2309,26.5352,36.3206,45.2341,59.1354,34.1172,39.2359,39.02,42.2268
2026-01-29,2026,1,29,349,Niagara,Niagara,MAAC,20.0,5-15,97.534,117.833,0.1019349,61.9363,-11.9345,48.8277,53.5271,18.1241,17.0176,24.0345,34.3314,25.7357,35.7187,49.4258,52.8227,31.9266,36.33,40.0174,41.825
2026-01-29,2026,1,29,350,UTSA,UTSA,Amer,21.0,4-17,96.6345,117.1321,0.098535,68.3122,-12.4352,43.0363,53.5271,18.5269,15.3286,29.9207,37.8357,30.2301,34.9161,44.7349,52.2203,27.1362,36.7315,43.3109,43.5298
2026-01-29,2026,1,29,351,Rider,Rider,MAAC,19.0,2-17,95.7352,116.3309,0.0959351,65.03,-12.435,41.9364,53.7276,18.929,13.2352,33.788,33.2284,30.2301,32.5101,42.6363,53.1238,26.7365,36.5306,27.5361,39.016
2026-01-29,2026,1,29,352,Maine,Maine,AE,22.0,5-17,91.2363,111.1231,0.0941352,64.0327,-13.8359,48.2297,49.6101,20.4344,18.976,22.6352,35.2326,35.6185,34.014,50.0232,52.4213,29.9332,29.82,35.6261,36.481
