date,team_name,conference,rank,adj_em,adj_o,adj_d,adj_tempo,luck,sos_adj_em,opp_o,opp_d,ncsos_adj_em,created_at,year,month,day
2025-12-14,Michigan,B10,1,37.54,125.2,87.7,73.2,0.036,11.87,,,13.91,2025-12-14 21:17:30,2025,12,14
2025-12-14,Gonzaga,WCC,2,32.96,125.2,92.3,71.1,0.087,9.85,,,9.85,2025-12-14 21:17:30,2025,12,14
2025-12-14,Iowa St.,B12,3,32.69,123.6,90.9,70.1,0.052,0.46,,,0.46,2025-12-14 21:17:30,2025,12,14
2025-12-14,Duke,ACC,4,32.56,124.0,91.5,67.7,0.097,3.91,,,3.91,2025-12-14 21:17:30,2025,12,14
2025-12-14,Arizona,B12,5,32.37,125.0,92.6,71.7,0.054,8.99,,,8.99,2025-12-14 21:17:30,2025,12,14
2025-12-14,Purdue,B10,6,29.93,127.4,97.5,65.5,0.074,6.57,,,7.4,2025-12-14 21:17:30,2025,12,14
2025-12-14,Connecticut,BE,7,28.75,121.5,92.7,65.8,0.072,7.38,,,7.38,2025-12-14 21:17:30,2025,12,14
2025-12-14,Houston,B12,8,28.18,120.0,91.8,63.9,0.032,-0.84,,,-0.84,2025-12-14 21:17:30,2025,12,14
2025-12-14,BYU,B12,9,28.05,124.3,96.3,69.6,0.038,8.61,,,8.61,2025-12-14 21:17:30,2025,12,14
2025-12-14,Louisville,ACC,10,27.73,127.1,99.3,71.8,0.02,0.24,,,0.24,2025-12-14 21:17:30,2025,12,14
2025-12-14,Vanderbilt,SEC,11,27.38,125.8,98.4,71.3,0.032,-0.01,,,-0.01,2025-12-14 21:17:30,2025,12,14
2025-12-14,Michigan St.,B10,12,26.55,118.4,91.8,66.5,0.007,8.23,,,6.18,2025-12-14 21:17:30,2025,12,14
2025-12-14,Florida,SEC,13,26.37,120.0,93.6,71.4,-0.127,13.6,,,13.6,2025-12-14 21:17:30,2025,12,14
2025-12-14,Illinois,B10,14,26.3,126.0,99.7,68.4,-0.046,8.41,,,4.42,2025-12-14 21:17:30,2025,12,14
2025-12-14,Alabama,SEC,15,24.86,125.8,100.9,74.4,-0.006,16.15,,,16.15,2025-12-14 21:17:30,2025,12,14
2025-12-14,St. John's,BE,16,24.29,120.7,96.4,71.6,-0.108,8.34,,,8.34,2025-12-14 21:17:30,2025,12,14
2025-12-14,Kansas,B12,17,23.98,116.9,92.9,67.1,0.013,13.73,,,13.73,2025-12-14 21:17:30,2025,12,14
2025-12-14,Tennessee,SEC,18,23.09,119.1,96.0,67.8,-0.089,3.09,,,3.09,2025-12-14 21:17:30,2025,12,14
2025-12-14,Kentucky,SEC,19,22.78,119.2,96.4,69.4,-0.09,0.81,,,0.81,2025-12-14 21:17:30,2025,12,14
2025-12-14,Nebraska,B10,20,21.94,120.1,98.1,69.5,0.09,3.43,,,-0.77,2025-12-14 21:17:30,2025,12,14
2025-12-14,Georgia,SEC,21,21.76,120.9,99.2,74.8,0.008,-4.29,,,-4.29,2025-12-14 21:17:30,2025,12,14
2025-12-14,Virginia,ACC,22,21.51,122.9,101.4,67.8,-0.027,-2.87,,,-2.87,2025-12-14 21:17:30,2025,12,14
2025-12-14,Iowa,B10,23,21.5,119.5,98.0,64.0,0.005,2.35,,,-1.43,2025-12-14 21:17:30,2025,12,14
2025-12-14,Texas Tech,B12,24,21.38,120.9,99.5,67.5,0.028,8.57,,,8.57,2025-12-14 21:17:30,2025,12,14
2025-12-14,Arkansas,SEC,25,21.37,120.8,99.4,70.8,0.021,4.05,,,4.05,2025-12-14 21:17:30,2025,12,14
2025-12-14,Indiana,B10,26,21.17,117.9,96.7,69.3,-0.069,1.59,,,0.13,2025-12-14 21:17:30,2025,12,14
2025-12-14,North Carolina,ACC,27,21.09,118.8,97.7,68.9,0.079,0.09,,,0.09,2025-12-14 21:17:30,2025,12,14
2025-12-14,N.C. State,ACC,28,20.17,121.0,100.8,70.6,-0.111,6.46,,,6.46,2025-12-14 21:17:30,2025,12,14
2025-12-14,Auburn,SEC,29,20.07,122.9,102.8,69.1,0.068,7.82,,,7.82,2025-12-14 21:17:30,2025,12,14
2025-12-14,Clemson,ACC,30,19.82,119.5,99.7,65.3,-0.061,-0.04,,,-0.04,2025-12-14 21:17:30,2025,12,14
2025-12-14,UCLA,B10,31,19.73,119.1,99.4,65.3,-0.031,2.06,,,-2.16,2025-12-14 21:17:30,2025,12,14
2025-12-14,Saint Mary's,WCC,32,19.46,116.6,97.1,66.3,0.096,2.86,,,2.86,2025-12-14 21:17:30,2025,12,14
2025-12-14,Villanova,BE,33,19.21,120.1,100.9,65.0,0.012,-0.66,,,-0.66,2025-12-14 21:17:30,2025,12,14
2025-12-14,LSU,SEC,34,19.15,119.3,100.1,69.6,0.064,-0.97,,,-0.97,2025-12-14 21:17:30,2025,12,14
2025-12-14,Baylor,B12,35,19.11,123.2,104.1,70.7,0.027,4.55,,,4.55,2025-12-14 21:17:30,2025,12,14
2025-12-14,USC,B10,36,18.95,120.5,101.6,71.3,0.088,4.55,,,1.89,2025-12-14 21:17:30,2025,12,14
2025-12-14,Miami FL,ACC,37,18.55,116.5,97.9,70.7,-0.021,-4.73,,,-4.73,2025-12-14 21:17:30,2025,12,14
2025-12-14,Wisconsin,B10,38,18.26,119.0,100.7,71.1,0.042,3.98,,,-0.3,2025-12-14 21:17:30,2025,12,14
2025-12-14,Ohio St.,B10,39,17.88,119.0,101.1,69.9,0.02,-0.65,,,-6.22,2025-12-14 21:17:30,2025,12,14
2025-12-14,Utah St.,MWC,40,17.57,118.0,100.4,69.3,0.086,1.25,,,1.25,2025-12-14 21:17:30,2025,12,14
2025-12-14,Saint Louis,A10,41,17.38,116.4,99.0,72.7,-0.01,-3.78,,,-3.78,2025-12-14 21:17:30,2025,12,14
2025-12-14,SMU,ACC,42,16.8,118.7,101.9,70.3,0.098,3.5,,,3.5,2025-12-14 21:17:30,2025,12,14
2025-12-14,VCU,A10,43,16.55,114.5,97.9,70.9,-0.145,3.84,,,3.84,2025-12-14 21:17:30,2025,12,14
2025-12-14,Boise St.,MWC,44,16.37,114.0,97.6,67.4,-0.001,6.31,,,6.31,2025-12-14 21:17:30,2025,12,14
2025-12-14,San Diego St.,MWC,45,16.2,117.3,101.1,69.2,0.018,3.85,,,3.85,2025-12-14 21:17:30,2025,12,14
2025-12-14,Wake Forest,ACC,46,16.11,116.0,99.9,70.7,-0.03,2.03,,,2.03,2025-12-14 21:17:30,2025,12,14
2025-12-14,Washington,B10,47,16.04,117.1,101.1,68.1,-0.032,2.47,,,-2.77,2025-12-14 21:17:30,2025,12,14
2025-12-14,Oklahoma,SEC,48,15.98,120.3,104.3,67.6,-0.008,4.86,,,4.86,2025-12-14 21:17:30,2025,12,14
2025-12-14,Texas,SEC,49,15.96,119.8,103.8,68.6,-0.088,0.86,,,0.86,2025-12-14 21:17:30,2025,12,14
2025-12-14,Seton Hall,BE,50,15.93,111.6,95.6,66.7,-0.042,-4.84,,,-4.84,2025-12-14 21:17:30,2025,12,14
2025-12-14,Missouri,SEC,51,15.38,120.1,104.7,68.6,-0.002,-9.56,,,-9.56,2025-12-14 21:17:30,2025,12,14
2025-12-14,Butler,BE,52,15.3,119.0,103.7,70.2,-0.027,-0.35,,,-1.95,2025-12-14 21:17:30,2025,12,14
2025-12-14,UCF,B12,53,15.06,119.6,104.6,69.8,0.07,-1.08,,,-1.08,2025-12-14 21:17:30,2025,12,14
2025-12-14,Texas A&M,SEC,54,14.73,116.1,101.4,71.5,-0.019,-2.53,,,-2.53,2025-12-14 21:17:30,2025,12,14
2025-12-14,Oklahoma St.,B12,55,14.61,117.1,102.4,74.4,0.031,0.57,,,0.57,2025-12-14 21:17:30,2025,12,14
2025-12-14,TCU,B12,56,14.41,111.6,97.2,69.1,-0.099,1.39,,,1.39,2025-12-14 21:17:30,2025,12,14
2025-12-14,Mississippi,SEC,57,14.15,114.4,100.3,66.2,-0.101,0.35,,,0.35,2025-12-14 21:17:30,2025,12,14
2025-12-14,Northwestern,B10,58,14.06,118.0,104.0,67.7,-0.11,2.38,,,-3.01,2025-12-14 21:17:30,2025,12,14
2025-12-14,Notre Dame,ACC,59,14.02,115.5,101.5,66.1,-0.001,1.0,,,1.0,2025-12-14 21:17:30,2025,12,14
2025-12-14,Virginia Tech,ACC,60,13.49,115.9,102.4,69.9,0.081,0.41,,,0.41,2025-12-14 21:17:30,2025,12,14
2025-12-14,Colorado St.,MWC,61,13.41,122.4,109.0,63.4,-0.065,-2.86,,,-2.86,2025-12-14 21:17:30,2025,12,14
2025-12-14,Colorado,B12,62,13.4,119.3,105.9,69.7,0.017,-0.64,,,-0.64,2025-12-14 21:17:30,2025,12,14
2025-12-14,Arizona St.,B12,63,12.96,115.8,102.8,69.6,0.103,3.85,,,3.85,2025-12-14 21:17:30,2025,12,14
2025-12-14,Santa Clara,WCC,64,12.86,117.0,104.2,69.9,0.006,5.17,,,5.17,2025-12-14 21:17:30,2025,12,14
2025-12-14,Akron,MAC,65,12.85,122.6,109.7,72.4,-0.058,-2.31,,,-2.31,2025-12-14 21:17:30,2025,12,14
2025-12-14,George Mason,A10,66,12.59,112.9,100.3,66.1,0.003,-5.37,,,-5.37,2025-12-14 21:17:30,2025,12,14
2025-12-14,Providence,BE,67,12.55,119.6,107.0,72.6,-0.087,2.5,,,0.31,2025-12-14 21:17:30,2025,12,14
2025-12-14,Dayton,A10,68,12.54,112.7,100.2,69.5,0.01,-0.84,,,-0.84,2025-12-14 21:17:30,2025,12,14
2025-12-14,McNeese,Slnd,69,12.26,112.6,100.4,68.2,0.009,0.41,,,5.84,2025-12-14 21:17:30,2025,12,14
2025-12-14,West Virginia,B12,70,12.25,111.5,99.3,64.8,-0.132,-6.89,,,-6.89,2025-12-14 21:17:30,2025,12,14
2025-12-14,Kansas St.,B12,71,12.23,117.0,104.8,73.0,-0.017,5.14,,,5.14,2025-12-14 21:17:30,2025,12,14
2025-12-14,Creighton,BE,72,11.78,115.6,103.8,65.9,-0.04,6.79,,,6.79,2025-12-14 21:17:30,2025,12,14
2025-12-14,Tulsa,Amer,73,11.77,118.5,106.7,68.2,0.015,-1.91,,,-1.91,2025-12-14 21:17:30,2025,12,14
2025-12-14,Memphis,Amer,74,11.74,112.5,100.7,69.6,-0.024,11.08,,,11.08,2025-12-14 21:17:30,2025,12,14
2025-12-14,Syracuse,ACC,75,11.56,111.9,100.3,68.1,-0.035,1.81,,,1.81,2025-12-14 21:17:30,2025,12,14
2025-12-14,California,ACC,76,11.54,114.3,102.8,68.6,-0.011,-5.11,,,-5.11,2025-12-14 21:17:30,2025,12,14
2025-12-14,New Mexico,MWC,77,11.13,113.3,102.2,70.2,0.047,2.58,,,2.58,2025-12-14 21:17:30,2025,12,14
2025-12-14,Yale,Ivy,78,11.03,121.3,110.3,66.4,0.09,-1.85,,,-1.85,2025-12-14 21:17:30,2025,12,14
2025-12-14,Belmont,MVC,79,10.92,114.3,103.4,71.1,0.025,-5.54,,,-5.31,2025-12-14 21:17:30,2025,12,14
2025-12-14,Mississippi St.,SEC,80,10.61,113.6,103.0,69.5,-0.022,5.46,,,5.46,2025-12-14 21:17:30,2025,12,14
2025-12-14,George Washington,A10,81,10.58,117.8,107.2,71.0,-0.077,-2.57,,,-2.57,2025-12-14 21:17:30,2025,12,14
2025-12-14,Utah Valley,WAC,82,10.49,109.9,99.4,70.6,0.011,4.2,,,4.2,2025-12-14 21:17:30,2025,12,14
2025-12-14,Cincinnati,B12,83,10.48,104.2,93.8,71.2,-0.062,-3.29,,,-3.29,2025-12-14 21:17:31,2025,12,14
2025-12-14,Oregon,B10,84,10.46,114.3,103.9,68.6,-0.037,5.9,,,2.23,2025-12-14 21:17:31,2025,12,14
2025-12-14,Xavier,BE,85,10.24,112.8,102.6,70.0,0.059,-0.98,,,-0.98,2025-12-14 21:17:31,2025,12,14
2025-12-14,South Florida,Amer,86,9.46,112.8,103.4,72.9,-0.061,3.79,,,3.79,2025-12-14 21:17:31,2025,12,14
2025-12-14,High Point,BSth,87,9.39,118.2,108.8,70.7,-0.026,-7.49,,,-7.49,2025-12-14 21:17:31,2025,12,14
2025-12-14,UC San Diego,BW,88,9.27,115.3,106.0,69.8,0.004,-0.69,,,-0.32,2025-12-14 21:17:31,2025,12,14
2025-12-14,South Carolina,SEC,89,8.88,112.2,103.3,67.0,-0.109,-8.47,,,-8.47,2025-12-14 21:17:31,2025,12,14
2025-12-14,Nevada,MWC,90,8.74,113.7,105.0,66.8,0.084,2.37,,,2.37,2025-12-14 21:17:31,2025,12,14
2025-12-14,Stanford,ACC,91,8.66,112.9,104.2,70.8,0.015,-3.1,,,-3.1,2025-12-14 21:17:31,2025,12,14
2025-12-14,Northern Iowa,MVC,92,8.44,106.3,97.9,64.3,-0.042,-3.45,,,-3.45,2025-12-14 21:17:31,2025,12,14
2025-12-14,Grand Canyon,MWC,93,7.94,108.8,100.8,68.1,-0.069,-3.11,,,-3.11,2025-12-14 21:17:31,2025,12,14
2025-12-14,San Francisco,WCC,94,7.94,112.2,104.3,66.3,-0.048,5.36,,,5.36,2025-12-14 21:17:31,2025,12,14
2025-12-14,Richmond,A10,95,7.86,111.8,103.9,70.4,0.051,-6.34,,,-6.34,2025-12-14 21:17:31,2025,12,14
2025-12-14,Wyoming,MWC,96,7.85,112.0,104.2,69.6,-0.033,-6.98,,,-6.98,2025-12-14 21:17:31,2025,12,14
2025-12-14,Wichita St.,Amer,97,7.82,111.4,103.5,66.1,-0.19,0.83,,,0.83,2025-12-14 21:17:31,2025,12,14
2025-12-14,Murray St.,MVC,98,7.73,115.8,108.1,72.6,-0.021,-4.11,,,-4.11,2025-12-14 21:17:31,2025,12,14
2025-12-14,Marquette,BE,99,7.55,110.4,102.9,70.7,-0.092,1.98,,,1.98,2025-12-14 21:17:31,2025,12,14
2025-12-14,Illinois St.,MVC,100,7.34,112.3,105.0,67.7,0.011,-2.19,,,-2.19,2025-12-14 21:17:31,2025,12,14
2025-12-14,Maryland,B10,101,7.21,111.7,104.5,69.3,0.099,5.42,,,-1.6,2025-12-14 21:17:31,2025,12,14
2025-12-14,Rhode Island,A10,102,6.78,109.9,103.1,67.5,-0.027,-1.76,,,-1.76,2025-12-14 21:17:31,2025,12,14
2025-12-14,Georgetown,BE,103,6.67,111.8,105.2,68.5,0.076,-1.71,,,-1.71,2025-12-14 21:17:31,2025,12,14
2025-12-14,UNC Wilmington,CAA,104,6.62,114.2,107.6,64.9,0.064,-8.31,,,-8.31,2025-12-14 21:17:31,2025,12,14
2025-12-14,Hawaii,BW,105,6.58,104.8,98.2,70.1,-0.028,-11.44,,,-12.17,2025-12-14 21:17:31,2025,12,14
2025-12-14,Penn St.,B10,106,6.57,115.8,109.3,68.7,0.099,-4.51,,,-9.21,2025-12-14 21:17:31,2025,12,14
2025-12-14,UAB,Amer,107,6.54,111.4,104.9,69.9,0.039,-0.39,,,-0.39,2025-12-14 21:17:31,2025,12,14
2025-12-14,Florida St.,ACC,108,6.51,111.5,105.0,74.5,-0.058,0.64,,,0.64,2025-12-14 21:17:31,2025,12,14
2025-12-14,Minnesota,B10,109,6.29,110.5,104.2,64.8,-0.031,-1.08,,,-7.41,2025-12-14 21:17:31,2025,12,14
2025-12-14,Hofstra,CAA,110,5.87,110.5,104.6,67.6,-0.064,3.94,,,3.94,2025-12-14 21:17:31,2025,12,14
2025-12-14,Seattle,WCC,111,5.78,108.8,103.0,67.6,-0.083,-6.1,,,-6.1,2025-12-14 21:17:31,2025,12,14
2025-12-14,Winthrop,BSth,112,5.72,116.0,110.3,69.6,-0.163,0.24,,,0.24,2025-12-14 21:17:31,2025,12,14
2025-12-14,Liberty,CUSA,113,5.62,113.5,107.8,66.2,0.006,-1.09,,,-1.09,2025-12-14 21:17:31,2025,12,14
2025-12-14,Bowling Green,MAC,114,5.54,108.6,103.0,69.4,-0.113,-3.06,,,-3.06,2025-12-14 21:17:31,2025,12,14
2025-12-14,East Tennessee St.,SC,115,5.49,110.9,105.5,68.8,-0.07,-6.2,,,-6.2,2025-12-14 21:17:31,2025,12,14
2025-12-14,St. Bonaventure,A10,116,5.49,111.3,105.8,67.5,0.076,-2.07,,,-2.07,2025-12-14 21:17:31,2025,12,14
2025-12-14,Florida Atlantic,Amer,117,5.37,114.5,109.2,68.2,0.028,0.77,,,0.77,2025-12-14 21:17:31,2025,12,14
2025-12-14,Pittsburgh,ACC,118,5.28,112.8,107.5,64.2,-0.049,2.39,,,2.39,2025-12-14 21:17:31,2025,12,14
2025-12-14,Miami OH,MAC,119,4.8,112.4,107.6,70.7,0.066,-12.29,,,-12.29,2025-12-14 21:17:31,2025,12,14
2025-12-14,Davidson,A10,120,4.72,111.0,106.3,66.1,0.129,-3.88,,,-3.88,2025-12-14 21:17:31,2025,12,14
2025-12-14,Southern Illinois,MVC,121,4.69,109.7,105.0,70.9,-0.105,1.81,,,1.81,2025-12-14 21:17:31,2025,12,14
2025-12-14,DePaul,BE,122,4.57,107.8,103.2,68.3,0.061,-10.93,,,-10.93,2025-12-14 21:17:31,2025,12,14
2025-12-14,Pacific,WCC,123,4.42,109.3,104.8,66.1,0.008,-1.65,,,-1.65,2025-12-14 21:17:31,2025,12,14
2025-12-14,Sam Houston St.,CUSA,124,4.39,112.5,108.1,70.9,0.02,6.62,,,6.62,2025-12-14 21:17:31,2025,12,14
2025-12-14,UC Irvine,BW,125,4.38,101.3,97.0,69.5,-0.067,-1.28,,,1.57,2025-12-14 21:17:31,2025,12,14
2025-12-14,Bradley,MVC,126,4.17,107.8,103.6,68.3,-0.065,-4.88,,,-4.88,2025-12-14 21:17:31,2025,12,14
2025-12-14,William & Mary,CAA,127,4.06,109.7,105.6,75.1,0.106,5.34,,,5.34,2025-12-14 21:17:31,2025,12,14
2025-12-14,Kent St.,MAC,128,3.89,114.8,110.9,71.8,-0.004,-7.26,,,-7.26,2025-12-14 21:17:31,2025,12,14
2025-12-14,Columbia,Ivy,129,3.79,109.8,106.0,68.1,0.072,-7.84,,,-7.84,2025-12-14 21:17:31,2025,12,14
2025-12-14,Cal Baptist,WAC,130,3.76,109.6,105.9,68.5,0.113,-0.8,,,-0.8,2025-12-14 21:17:31,2025,12,14
2025-12-14,Utah,B12,131,3.59,112.6,109.0,69.3,0.058,-1.0,,,-1.0,2025-12-14 21:17:31,2025,12,14
2025-12-14,Drake,MVC,132,2.93,111.9,109.0,67.0,-0.184,-2.98,,,-2.98,2025-12-14 21:17:31,2025,12,14
2025-12-14,Loyola Marymount,WCC,133,2.77,105.2,102.5,67.2,0.045,-2.47,,,-2.47,2025-12-14 21:17:31,2025,12,14
2025-12-14,North Texas,Amer,134,2.72,105.2,102.5,65.2,0.117,-5.06,,,-5.06,2025-12-14 21:17:31,2025,12,14
2025-12-14,Georgia Tech,ACC,135,2.7,103.7,101.0,70.7,0.014,-6.2,,,-6.2,2025-12-14 21:17:31,2025,12,14
2025-12-14,New Mexico St.,CUSA,136,2.42,108.0,105.6,67.5,-0.049,-0.81,,,-0.81,2025-12-14 21:17:31,2025,12,14
2025-12-14,Lipscomb,ASun,137,2.34,108.0,105.7,70.4,0.015,0.39,,,0.39,2025-12-14 21:17:31,2025,12,14
2025-12-14,Duquesne,A10,138,2.08,109.5,107.4,72.0,-0.044,-2.8,,,-2.8,2025-12-14 21:17:31,2025,12,14
2025-12-14,Boston College,ACC,139,2.0,103.9,101.9,66.4,-0.152,-4.03,,,-4.03,2025-12-14 21:17:31,2025,12,14
2025-12-14,Towson,CAA,140,1.87,108.2,106.3,63.4,0.113,4.3,,,4.3,2025-12-14 21:17:31,2025,12,14
2025-12-14,Stephen F. Austin,Slnd,141,1.83,107.7,105.9,67.6,-0.07,-5.14,,,-4.64,2025-12-14 21:17:31,2025,12,14
2025-12-14,Wright St.,Horz,142,1.79,108.4,106.7,66.9,-0.233,1.17,,,2.85,2025-12-14 21:17:31,2025,12,14
2025-12-14,St. Thomas,Sum,143,1.77,109.0,107.2,68.9,0.048,-2.66,,,-2.66,2025-12-14 21:17:31,2025,12,14
2025-12-14,North Dakota St.,Sum,144,1.61,108.2,106.6,69.3,0.009,-1.9,,,-1.9,2025-12-14 21:17:31,2025,12,14
2025-12-14,UNLV,MWC,145,1.59,109.4,107.8,72.8,-0.071,0.68,,,0.68,2025-12-14 21:17:31,2025,12,14
2025-12-14,Rutgers,B10,146,1.58,107.9,106.3,66.7,0.034,3.18,,,-3.48,2025-12-14 21:17:31,2025,12,14
2025-12-14,UC Santa Barbara,BW,147,1.41,112.9,111.5,66.6,0.092,-3.05,,,0.79,2025-12-14 21:17:31,2025,12,14
2025-12-14,Troy,SB,148,1.32,107.1,105.8,68.6,0.026,3.45,,,3.45,2025-12-14 21:17:31,2025,12,14
2025-12-14,Oakland,Horz,149,1.1,114.4,113.3,72.4,0.063,10.66,,,13.71,2025-12-14 21:17:31,2025,12,14
2025-12-14,Western Kentucky,CUSA,150,1.02,107.8,106.8,71.9,0.065,0.13,,,0.13,2025-12-14 21:17:31,2025,12,14
2025-12-14,Arkansas St.,SB,151,0.67,108.8,108.1,73.1,0.137,1.26,,,1.26,2025-12-14 21:17:31,2025,12,14
2025-12-14,Furman,SC,152,0.6,109.8,109.2,67.7,0.076,2.79,,,2.79,2025-12-14 21:17:31,2025,12,14
2025-12-14,Marshall,SB,153,0.59,109.0,108.4,70.1,0.076,-1.02,,,-1.02,2025-12-14 21:17:31,2025,12,14
2025-12-14,Siena,MAAC,154,0.43,105.4,105.0,65.5,0.023,-10.79,,,-7.86,2025-12-14 21:17:31,2025,12,14
2025-12-14,Marist,MAAC,155,0.39,99.8,99.4,68.1,-0.089,-10.54,,,-7.63,2025-12-14 21:17:31,2025,12,14
2025-12-14,Middle Tennessee,CUSA,156,0.31,108.6,108.3,67.5,0.1,9.1,,,9.1,2025-12-14 21:17:31,2025,12,14
2025-12-14,Temple,Amer,157,0.16,114.0,113.8,67.1,-0.059,-3.78,,,-3.78,2025-12-14 21:17:31,2025,12,14
2025-12-14,Idaho St.,BSky,158,0.03,107.6,107.6,64.6,-0.094,3.23,,,3.23,2025-12-14 21:17:31,2025,12,14
2025-12-14,Toledo,MAC,159,-0.02,113.3,113.3,69.5,-0.079,-0.27,,,-0.27,2025-12-14 21:17:31,2025,12,14
2025-12-14,Mercer,SC,160,-0.07,109.4,109.5,70.4,0.127,2.54,,,2.54,2025-12-14 21:17:31,2025,12,14
2025-12-14,Northern Colorado,BSky,161,-0.09,108.8,108.9,69.3,0.053,-5.31,,,-5.31,2025-12-14 21:17:31,2025,12,14
2025-12-14,Massachusetts,MAC,162,-0.13,105.7,105.8,73.2,-0.036,-7.4,,,-7.4,2025-12-14 21:17:31,2025,12,14
2025-12-14,Quinnipiac,MAAC,163,-0.26,105.7,106.0,71.9,0.172,-2.64,,,-0.46,2025-12-14 21:17:31,2025,12,14
2025-12-14,Youngstown St.,Horz,164,-0.45,104.9,105.4,68.5,-0.007,-2.06,,,0.38,2025-12-14 21:17:31,2025,12,14
2025-12-14,Colgate,PL,165,-0.67,108.8,109.5,67.1,0.034,3.13,,,3.13,2025-12-14 21:17:31,2025,12,14
2025-12-14,UT Arlington,WAC,166,-0.81,103.6,104.4,66.5,0.116,-0.46,,,-0.46,2025-12-14 21:17:31,2025,12,14
